% Model:              Helmholz_Coils_Beta_Release.mph
% Version:            COMSOL 5.5.0.292
% Date:               Jun 30 2020, 22:30
% Dimension:          3
% Nodes:              56
% Expressions:        3
% Description:        Magnetic field, x component, Magnetic field, y component, Magnetic field, z component
% Length unit:        m
% X                       Y                        Z                        mf.Hx (A/m)              mf.Hy (A/m)              mf.Hz (A/m)
0                         0                        -0.20642125164106317     -5.683169000296954E-6    -2.779440068124608E-5    0.6608251236761773
0                         0                        -0.1813467229904463      1.620954785816424E-5     2.132241370978511E-6     0.6566074775004123
0                         0                        -0.12312429940348124     1.5756209002722036E-4    1.6539430558638102E-5    0.6471925262528612
0                         0                        -0.12052815313231269     -8.500941248351106E-5    3.779933629765283E-5     0.6471351497384297
0                         0                        -0.11122618584294025     -9.018371324286634E-5    -4.5229199840786914E-5   0.646026128970617
0                         0                        -0.09807967561011183     -2.3080710368554878E-4   -1.260607895298101E-4    0.6441547121852613
0                         0                        -0.09093429912958195     2.4672139927093363E-4    -2.0010544327754876E-4   0.6432755621906088
0                         0                        -0.08015808259871987     -1.0711772460446017E-4   2.428420863625962E-5     0.6420704774710575
0                         0                        -0.07056074466544182     -7.33533469316604E-6     2.8998801890521652E-5    0.6412349617741712
0                         0                        -0.04787563746286355     5.877877995669836E-5     1.0052842584778443E-4    0.639292889383433
0                         0                        0                        -9.992497704878937E-5    6.45602163910523E-4      0.6381158267862813
0                         0                        0.051164155813284984     3.6864105546256324E-5    5.08024077845078E-6      0.6396856125434742
0                         0                        0.06956608184076957      -3.472040306169013E-5    3.1349559099958877E-5    0.6410856339560945
0                         0                        0.07368642658538932      -9.17420596353596E-5     3.1751315096328723E-5    0.6414292900334816
0                         0                        0.09092392748769845      6.685579431005256E-5     2.700892918268591E-4     0.6431112998541291
0                         0                        0.12406365768290623      -1.9517218117600116E-5   -1.8105688165180535E-4   0.6474789323296639
0                         0                        0.1453762809766747       -1.3370543202078516E-4   1.7678418105338304E-5    0.6506799949145552
0                         0                        0.1462844373757251       -6.442282738846372E-5    -5.638330894116078E-5    0.6508502341311199
0                         0                        0.1718620230799301       -1.4775878116307966E-5   9.6535220729911E-6       0.6550082116189052
0                         0                        0.2044445140375722       2.2914572277314046E-5    -4.2912256715752326E-5   0.6605139735646479
0                         0                        0.20489901494645885      -4.916248206828702E-5    -7.485959219298263E-6    0.6605172876580927
0                         0                        0.2121642006013113       -1.3985132227180496E-5   -8.517829889913533E-5    0.6617774884144948
0                         0                        0.2671996235041045       1.2665927165809294E-6    -5.9305839476147954E-5   0.6698143594746552
0                         0                        0.28100021133470215      -5.944961287445164E-5    1.8760045876733385E-5    0.6715478281003924
0                         0                        0.2595706847302451       -2.4147977907061735E-6   2.319330256056457E-5     0.668823807966874
0                         0                        0.24209768585794472      5.370793764759716E-6     1.6014374079162058E-4    0.6665289122199
0                         0                        0.2459801473859335       -2.866756978006641E-5    -3.0166951704758694E-5   0.6669405937955543
0                         0                        0.28651189318793685      4.674101790396586E-5     3.0323103467584256E-5    0.6721121004943558
0                         0                        0.2886405605477516       8.775291512086252E-5     3.478887343204524E-5     0.6723300282084473
0                         0                        0.39027013466502697      -2.3928877593518728E-5   1.9233259362641387E-4    0.6728407009468903
0                         0                        0.405216011760866        -7.747761102609777E-4    -2.7932572532481754E-4   0.6712643666135462
0                         0                        0.38353078457141326      -1.234937797858038E-4    2.5455335985405746E-5    0.6733084764009146
0                         0                        0.3444031251805945       -1.8260054118326527E-4   -1.9111453648208192E-4   0.6753250470816017
0                         0                        0.35279430349489055      1.187290554710103E-4     -3.3580343285053494E-5   0.675190988802317
0                         0                        0.36287434116016865      4.807060711140836E-4     1.55660135407833E-4      0.6750299491421031
0                         0                        0.30605327881497474      5.016056498107211E-5     3.5750044441089807E-4    0.6740707409166324
0                         0                        0.4295507398882727       4.036000199343654E-4     7.358821930471226E-5     0.6664558643528985
0                         0                        0.45                     -3.706578127360731E-5    3.3652262336830755E-5    0.6610969922799683
